Date,Open,High,Low,Close,Adj Close,Volume
2013-10-18,104.980003,106.000000,104.980003,104.639999,104.639999,0
2013-10-21,105.169998,106.199997,105.169998,105.029999,105.029999,0
2013-10-22,105.139999,106.199997,105.139999,105.209999,105.209999,0
2013-10-23,105.260002,106.300003,105.260002,104.339996,104.339996,0
2013-10-24,105.320000,106.400002,105.320000,105.019997,105.019997,0
2013-10-25,105.199997,106.400002,105.199997,106.400002,106.400002,0
2013-10-28,105.440002,105.440002,105.440002,105.209999,105.209999,0
2013-10-29,105.519997,106.250000,105.519997,105.559998,105.559998,0
2013-10-30,105.650002,106.529999,105.650002,105.720001,105.720001,0
2013-10-31,105.870003,106.699997,105.570000,105.870003,105.870003,0
2013-11-01,105.709999,105.709999,105.709999,106.029999,106.029999,0
2013-11-04,106.019997,106.699997,106.019997,105.889999,105.889999,0
2013-11-05,106.129997,107.050003,106.129997,105.970001,105.970001,0
2013-11-06,106.110001,107.199997,106.040001,106.269997,106.269997,0
2013-11-07,105.989998,107.099998,105.989998,106.089996,106.089996,0
2013-11-08,106.160004,107.099998,106.160004,106.730003,106.730003,0
2013-11-11,106.209999,106.209999,106.209999,106.580002,106.580002,0
2013-11-12,106.269997,107.199997,106.269997,106.129997,106.129997,0
2013-11-13,106.269997,106.269997,106.220001,107.500000,107.500000,0
2013-11-14,106.269997,107.400002,106.269997,107.400002,107.400002,0
2013-11-15,107.400002,107.400002,106.279999,106.169998,106.169998,0
2013-11-18,106.339996,106.339996,106.339996,105.940002,105.940002,0
2013-11-19,107.300003,107.300003,107.300003,107.300003,107.300003,0
2013-11-20,107.300003,107.500000,107.300003,107.300003,107.300003,0
2013-11-21,107.169998,107.169998,106.419998,107.599998,107.599998,0
2013-11-22,107.500000,107.500000,107.500000,107.500000,107.500000,0
2013-11-25,106.809998,107.500000,106.809998,106.110001,106.110001,0
2013-11-26,106.660004,107.800003,106.660004,107.800003,107.800003,0
2013-11-27,108.300003,108.300003,108.300003,108.300003,108.300003,0
2013-11-28,107.279999,107.279999,107.279999,108.300003,108.300003,0
2013-11-29,107.160004,107.290001,107.160004,107.279999,107.279999,0
2013-12-02,107.480003,107.480003,107.290001,107.430000,107.430000,0
2013-12-03,107.339996,108.400002,107.339996,108.400002,108.400002,0
2013-12-04,107.309998,107.389999,107.309998,108.599998,108.599998,0
2013-12-05,107.410004,108.500000,107.349998,108.500000,108.500000,0
2013-12-06,106.730003,108.550003,106.730003,108.550003,108.550003,0
2013-12-09,106.879997,108.360001,106.879997,106.900002,106.900002,0
2013-12-10,106.820000,108.199997,106.629997,108.199997,108.199997,0
2013-12-11,106.519997,107.750000,105.930000,107.750000,107.750000,0
2013-12-12,105.839996,107.269997,105.839996,107.010002,107.010002,0
2013-12-13,106.400002,106.400002,106.000000,107.230003,107.230003,0
2013-12-16,105.889999,106.050003,105.739998,105.870003,105.870003,0
2013-12-17,106.279999,106.800003,106.279999,106.800003,106.800003,0
2013-12-18,105.480003,106.699997,105.339996,106.699997,106.699997,0
2013-12-19,105.910004,106.400002,105.169998,106.400002,106.400002,0
2013-12-20,105.500000,106.199997,104.970001,106.199997,106.199997,0
2013-12-23,104.790001,106.099998,104.699997,104.830002,104.830002,0
2013-12-24,104.639999,106.150002,103.930000,106.150002,106.150002,0
2013-12-25,104.639999,106.150002,103.930000,106.150002,106.150002,0
2013-12-26,103.830002,106.150002,103.830002,106.150002,106.150002,0
2013-12-27,103.779999,104.349998,103.779999,106.150002,106.150002,0
2013-12-30,105.180000,105.430000,104.400002,105.260002,105.260002,0
2013-12-31,104.129997,105.599998,104.010002,105.599998,105.599998,0
2014-01-01,104.209999,104.209999,104.209999,105.250000,105.250000,0
2014-01-02,104.089996,105.250000,104.089996,104.209999,104.209999,0
2014-01-03,104.519997,105.410004,104.120003,105.410004,105.410004,0
2014-01-06,104.529999,105.050003,104.279999,104.550003,104.550003,0
2014-01-07,104.120003,105.300003,104.120003,105.300003,105.300003,0
2014-01-08,104.559998,105.589996,104.309998,105.589996,105.589996,0
2014-01-09,104.400002,105.410004,104.250000,105.410004,105.410004,0
2014-01-10,104.250000,105.500000,104.250000,105.500000,105.500000,0
2014-01-13,103.709999,105.349998,103.699997,103.690002,103.690002,0
2014-01-14,104.360001,105.550003,104.180000,105.550003,105.550003,0
2014-01-15,104.529999,105.800003,104.230003,105.800003,105.800003,0
2014-01-16,104.410004,105.300003,104.190002,105.300003,105.300003,0
2014-01-17,104.209999,104.209999,104.139999,105.250000,105.250000,0
2014-01-20,104.660004,104.779999,104.290001,104.580002,104.580002,0
2014-01-21,104.339996,105.400002,104.269997,104.290001,104.290001,0
2014-01-22,103.919998,105.400002,103.919998,105.400002,105.400002,0
2014-01-23,104.300003,105.300003,104.150002,105.300003,105.300003,0
2014-01-24,103.739998,105.300003,103.739998,105.300003,105.300003,0
2014-01-27,104.589996,104.589996,104.419998,104.629997,104.629997,0
2014-01-28,104.400002,105.400002,104.269997,105.400002,105.400002,0
2014-01-29,104.110001,104.349998,104.110001,105.349998,105.349998,0
2014-01-30,104.230003,104.250000,104.230003,105.339996,105.339996,0
2014-01-31,104.620003,105.419998,104.239998,105.419998,105.419998,0
2014-02-03,104.739998,105.470001,104.339996,104.730003,104.730003,0
2014-02-04,104.209999,105.410004,104.209999,105.410004,105.410004,0
2014-02-05,104.209999,104.290001,104.070000,105.300003,105.300003,0
2014-02-06,104.169998,105.449997,104.169998,105.449997,105.449997,0
2014-02-07,103.610001,105.349998,103.610001,105.349998,105.349998,0
2014-02-10,103.779999,105.349998,103.730003,103.669998,103.669998,0
2014-02-11,103.910004,105.250000,103.910004,105.250000,105.250000,0
2014-02-12,104.400002,105.250000,104.000000,105.250000,105.250000,0
2014-02-13,103.919998,105.099998,103.730003,105.099998,105.099998,0
2014-02-14,103.620003,103.639999,103.620003,105.000000,105.000000,0
2014-02-17,103.720001,103.760002,103.639999,103.779999,103.779999,0
2014-02-18,103.760002,104.699997,103.650002,103.760002,103.760002,0
2014-02-19,103.389999,104.750000,103.389999,104.750000,104.750000,0
2014-02-20,103.809998,103.809998,103.610001,104.800003,104.800003,0
2014-02-21,103.519997,103.760002,103.519997,104.800003,104.800003,0
2014-02-24,103.519997,103.839996,103.519997,103.510002,103.510002,0
2014-02-25,103.820000,104.800003,103.820000,104.800003,104.800003,0
2014-02-26,103.849998,104.970001,103.769997,104.970001,104.970001,0
2014-02-27,104.190002,104.190002,104.169998,104.900002,104.900002,0
2014-02-28,103.389999,104.900002,103.389999,104.900002,104.900002,0
2014-03-03,103.889999,104.800003,103.760002,103.680000,103.680000,0
2014-03-04,104.010002,104.800003,103.669998,104.800003,104.800003,0
2014-03-05,103.820000,104.779999,103.120003,104.779999,104.779999,0
2014-03-06,103.120003,104.199997,102.239998,104.199997,104.199997,0
2014-03-07,101.470001,104.199997,101.470001,104.199997,104.199997,0
2014-03-10,101.889999,101.889999,99.775002,101.870003,101.870003,0
2014-03-11,99.808998,100.800003,98.405998,100.800003,100.800003,0
2014-03-12,98.337997,100.099998,96.634003,100.099998,100.099998,0
2014-03-13,96.436996,97.699997,96.436996,97.699997,97.699997,0
2014-03-14,98.319000,98.800003,98.164001,98.800003,98.800003,0
2014-03-17,98.016998,98.059998,97.969002,97.959999,97.959999,0
2014-03-18,97.650002,99.000000,97.650002,99.000000,99.000000,0
2014-03-19,97.839996,98.800003,97.008003,98.800003,98.800003,0
2014-03-20,97.712997,98.800003,96.886002,98.800003,98.800003,0
2014-03-21,96.810997,98.000000,96.718002,98.000000,98.000000,0
2014-03-24,96.742996,96.742996,96.607002,96.697998,96.697998,0
2014-03-25,96.100998,97.750000,96.100998,97.750000,97.750000,0
2014-03-26,96.611000,96.900002,96.611000,96.900002,96.900002,0
2014-03-27,96.809998,97.900002,96.749001,97.900002,97.900002,0
2014-03-28,96.885002,97.849998,96.885002,97.699997,97.699997,0
2014-03-31,96.773003,97.900002,96.753998,96.761002,96.761002,0
2014-04-01,97.236000,98.099998,96.987999,97.900002,97.900002,0
2014-04-02,97.005997,97.005997,96.959000,98.000000,98.000000,0
2014-04-03,96.944000,98.050003,96.944000,97.107002,97.107002,0
2014-04-04,97.214996,98.010002,96.916000,98.000000,98.000000,0
2014-04-07,96.943001,96.943001,96.927002,96.956001,96.956001,0
2014-04-08,96.829002,98.000000,96.829002,98.000000,98.000000,0
2014-04-09,96.722000,97.099998,96.690002,97.099998,97.099998,0
2014-04-10,96.360001,97.000000,96.149002,97.000000,97.000000,0
2014-04-11,96.000000,97.000000,95.005997,97.000000,97.000000,0
2014-04-14,95.307999,95.357002,95.252998,95.319000,95.319000,0
2014-04-15,95.016998,95.949997,94.996002,95.949997,95.949997,0
2014-04-16,94.936996,95.900002,94.936996,95.900002,95.900002,0
2014-04-17,95.551003,96.680000,95.383003,96.400002,96.400002,0
2014-04-18,95.680000,96.800003,95.613998,96.650002,96.650002,0
2014-04-21,95.655998,96.750000,95.595001,95.650002,95.650002,0
2014-04-22,95.796997,97.400002,95.796997,97.400002,97.400002,0
2014-04-23,97.008003,97.400002,96.670998,97.400002,97.400002,0
2014-04-24,96.855003,97.900002,96.744003,97.400002,97.400002,0
2014-04-25,96.685997,98.000000,96.685997,97.800003,97.800003,0
2014-04-28,96.861000,98.000000,96.861000,98.000000,98.000000,0
2014-04-29,97.049004,98.000000,97.049004,98.000000,98.000000,0
2014-04-30,97.599998,98.250000,97.267998,98.250000,98.250000,0
2014-05-01,96.987000,98.500000,96.871002,98.500000,98.500000,0
2014-05-02,96.994003,98.699997,96.994003,98.500000,98.500000,0
2014-05-05,97.541000,98.650002,97.541000,98.650002,98.650002,0
2014-05-06,97.621002,98.650002,97.495003,98.650002,98.650002,0
2014-05-07,97.521004,98.550003,97.102997,98.550003,98.550003,0
2014-05-08,97.231003,98.099998,97.231003,98.099998,98.099998,0
2014-05-09,98.013000,98.500000,97.383003,98.500000,98.500000,0
2014-05-12,97.639999,98.449997,97.575996,98.449997,98.449997,0
2014-05-13,97.615997,98.400002,97.615997,98.400002,98.400002,0
2014-05-14,97.634003,98.599998,97.475998,98.599998,98.599998,0
2014-05-15,97.410004,98.650002,97.410004,98.650002,98.650002,0
2014-05-16,97.013000,98.500000,97.013000,98.500000,98.500000,0
2014-05-19,97.222000,98.000000,97.158997,97.257004,97.257004,0
2014-05-20,97.477997,98.500000,97.477997,98.500000,98.500000,0
2014-05-21,97.530998,98.800003,97.530998,98.800003,98.800003,0
2014-05-22,97.628998,98.699997,97.611000,98.699997,98.699997,0
2014-05-23,97.772003,98.650002,97.642998,98.650002,98.650002,0
2014-05-26,97.625999,97.723999,97.625999,98.650002,98.650002,0
2014-05-27,97.552002,98.650002,97.552002,97.723999,97.723999,0
2014-05-28,97.530998,98.699997,97.530998,97.627998,97.627998,0
2014-05-29,97.723999,98.599998,97.500999,98.599998,98.599998,0
2014-05-30,97.599998,98.699997,97.557999,98.599998,98.599998,0
2014-06-02,97.434998,98.599998,97.385002,98.599998,98.599998,0
2014-06-03,97.484001,98.400002,97.398003,98.400002,98.400002,0
2014-06-04,97.306999,97.306999,97.194000,98.500000,98.500000,0
2014-06-05,97.374001,98.400002,97.318001,98.400002,98.400002,0
2014-06-06,97.333000,98.500000,97.333000,96.971001,96.971001,0
2014-06-09,97.416000,98.300003,97.416000,97.276001,97.276001,0
2014-06-10,97.637001,98.300003,97.350998,98.500000,98.500000,0
2014-06-11,97.389999,98.500000,97.361000,98.500000,98.500000,0
2014-06-12,97.325996,97.429001,97.182999,98.500000,98.500000,0
2014-06-13,97.011002,98.500000,97.011002,97.182999,97.182999,0
2014-06-16,97.169998,98.500000,97.084999,98.500000,98.500000,0
2014-06-17,97.160004,98.550003,97.160004,98.550003,98.550003,0
2014-06-18,97.386002,98.300003,97.058998,98.300003,98.300003,0
2014-06-19,96.872002,98.250000,96.872002,98.250000,98.250000,0
2014-06-20,97.189003,97.189003,97.111000,98.250000,98.250000,0
2014-06-23,97.522003,97.522003,97.510002,97.094002,97.094002,0
2014-06-24,97.403999,98.550003,97.403999,97.413002,97.413002,0
2014-06-25,97.517998,98.500000,97.425003,98.500000,98.500000,0
2014-06-26,97.255997,98.599998,97.255997,98.599998,98.599998,0
2014-06-27,97.584000,98.599998,97.519997,98.500000,98.500000,0
2014-06-30,97.294998,98.500000,97.251999,98.500000,98.500000,0
2014-07-01,97.228996,98.699997,97.228996,98.699997,98.699997,0
2014-07-02,97.379997,98.400002,97.379997,98.400002,98.400002,0
2014-07-03,97.456001,98.449997,97.410004,98.449997,98.449997,0
2014-07-04,97.733002,97.733002,97.500999,98.529999,98.529999,0
2014-07-07,97.509003,98.529999,97.509003,97.500999,97.500999,0
2014-07-08,97.509003,98.699997,97.509003,98.699997,98.699997,0
2014-07-09,97.402000,98.699997,97.402000,98.699997,98.699997,0
2014-07-10,97.432999,98.650002,97.432999,97.261002,97.261002,0
2014-07-11,97.538002,97.538002,97.495003,98.650002,98.650002,0
2014-07-14,97.488998,98.750000,97.488998,98.599998,98.599998,0
2014-07-15,97.639999,98.599998,97.460999,98.599998,98.599998,0
2014-07-16,97.785004,98.599998,97.553001,98.599998,98.599998,0
2014-07-17,97.607002,98.650002,97.589996,98.650002,98.650002,0
2014-07-18,97.608002,97.608002,97.608002,98.650002,98.650002,0
2014-07-21,97.547997,98.750000,97.547997,97.546997,97.546997,0
2014-07-22,97.580002,98.699997,97.580002,98.650002,98.650002,0
2014-07-23,98.699997,98.699997,97.488998,97.742996,97.742996,0
2014-07-24,97.429001,98.550003,97.429001,98.550003,98.550003,0
2014-07-25,97.500999,98.599998,97.500999,98.750000,98.750000,0
2014-07-28,97.652000,98.599998,97.594002,98.599998,98.599998,0
2014-07-29,97.601997,98.699997,97.601997,98.699997,98.699997,0
2014-07-30,97.833000,98.699997,97.542000,98.699997,98.699997,0
2014-07-31,97.579002,98.599998,97.579002,98.599998,98.599998,0
2014-08-01,97.603996,98.699997,97.582001,98.699997,98.699997,0
2014-08-04,97.339996,98.599998,97.339996,98.599998,98.599998,0
2014-08-05,98.800003,98.800003,98.800003,98.800003,98.800003,0
2014-08-06,97.552002,98.750000,97.552002,97.745003,97.745003,0
2014-08-07,97.277000,98.699997,97.277000,98.699997,98.699997,0
2014-08-08,97.703003,98.750000,97.600998,98.750000,98.750000,0
2014-08-11,97.516998,99.050003,97.516998,98.699997,98.699997,0
2014-08-12,98.081001,98.800003,97.962997,98.800003,98.800003,0
2014-08-13,97.780998,98.494003,97.780998,98.900002,98.900002,0
2014-08-14,98.453003,98.900002,98.408997,98.900002,98.900002,0
2014-08-15,98.568001,99.849998,98.568001,99.300003,99.300003,0
2014-08-18,98.702003,98.702003,98.702003,98.629997,98.629997,0
2014-08-19,98.961998,99.191002,98.961998,98.702003,98.702003,0
2014-08-20,99.394997,99.918999,99.394997,99.191002,99.191002,0
2014-08-21,100.080002,100.080002,99.796997,99.918999,99.918999,0
2014-08-22,99.696999,99.900002,99.696999,99.796997,99.796997,0
2014-08-25,100.419998,100.419998,99.876999,99.900002,99.900002,0
2014-08-26,99.988998,100.769997,99.988998,99.944000,99.944000,0
2014-08-27,101.010002,101.010002,99.846001,100.769997,100.769997,0
2014-08-28,99.758003,100.760002,99.758003,99.755997,99.755997,0
2014-08-29,100.769997,100.769997,100.339996,100.779999,100.779999,0
2014-09-01,100.769997,101.099998,100.769997,100.739998,100.739998,0
2014-09-02,101.150002,101.150002,101.010002,101.150002,101.150002,0
2014-09-03,100.879997,100.980003,100.879997,100.860001,100.860001,0
2014-09-04,100.959999,100.959999,100.849998,100.980003,100.980003,0
2014-09-05,102.349998,102.349998,100.900002,102.279999,102.279999,0
2014-09-08,100.910004,101.040001,100.760002,100.910004,100.910004,0
2014-09-09,101.190002,101.900002,100.800003,101.900002,101.900002,0
2014-09-10,100.400002,100.879997,100.400002,100.389999,100.389999,0
2014-09-11,101.080002,101.129997,101.080002,101.120003,101.120003,0
2014-09-12,101.110001,102.300003,101.110001,102.199997,102.199997,0
2014-09-15,101.059998,101.540001,101.059998,100.989998,100.989998,0
2014-09-16,101.370003,102.849998,101.370003,102.849998,102.849998,0
2014-09-17,101.400002,102.699997,101.400002,101.400002,101.400002,0
2014-09-18,102.320000,102.599998,101.440002,102.430000,102.430000,0
2014-09-19,101.180000,102.750000,101.180000,101.120003,101.120003,0
2014-09-22,101.470001,102.400002,101.470001,101.720001,101.720001,0
2014-09-23,101.400002,102.599998,101.389999,101.419998,101.419998,0
2014-09-24,101.699997,102.599998,101.480003,101.730003,101.730003,0
2014-09-25,102.000000,102.699997,101.489998,101.989998,101.989998,0
2014-09-26,101.199997,101.510002,101.199997,101.190002,101.190002,0
2014-09-29,101.989998,101.989998,101.309998,101.940002,101.940002,0
2014-09-30,101.300003,102.620003,101.300003,101.290001,101.290001,0
2014-10-01,101.029999,102.550003,101.029999,101.029999,101.029999,0
2014-10-02,101.080002,102.400002,101.040001,102.500000,102.500000,0
2014-10-03,101.129997,102.449997,101.129997,102.449997,102.449997,0
2014-10-06,102.050003,102.500000,101.220001,102.070000,102.070000,0
2014-10-07,100.510002,102.400002,100.510002,100.370003,100.370003,0
2014-10-08,100.680000,101.209999,100.680000,100.629997,100.629997,0
2014-10-09,100.639999,102.800003,100.639999,101.209999,101.209999,0
2014-10-10,102.070000,102.070000,101.529999,102.059998,102.059998,0
2014-10-13,101.760002,102.800003,101.489998,101.849998,101.849998,0
2014-10-14,101.239998,102.650002,101.239998,101.059998,101.059998,0
2014-10-15,101.690002,101.690002,101.570000,101.580002,101.580002,0
2014-10-16,100.209999,102.800003,100.070000,100.160004,100.160004,0
2014-10-17,101.110001,102.800003,101.070000,101.120003,101.120003,0
2014-10-20,102.120003,102.750000,101.650002,102.750000,102.750000,0
2014-10-21,101.510002,102.750000,101.510002,102.750000,102.750000,0
2014-10-22,101.949997,101.949997,101.510002,101.940002,101.940002,0
2014-10-23,102.029999,102.800003,101.669998,102.800003,102.800003,0
2014-10-24,101.800003,102.900002,101.690002,101.820000,101.820000,0
2014-10-27,101.370003,101.669998,101.370003,101.540001,101.540001,0
2014-10-28,101.459999,101.779999,101.430000,101.510002,101.510002,0
2014-10-29,101.519997,101.790001,101.510002,101.489998,101.489998,0
2014-10-30,102.650002,102.650002,101.830002,102.570000,102.570000,0
2014-10-31,101.599998,101.599998,101.529999,101.830002,101.830002,0
2014-11-03,102.419998,102.419998,102.199997,101.970001,101.970001,0
2014-11-04,101.510002,101.510002,101.419998,102.199997,102.199997,0
2014-11-05,101.070000,101.529999,101.070000,101.139999,101.139999,0
2014-11-06,101.480003,101.480003,101.169998,101.459999,101.459999,0
2014-11-07,102.290001,102.290001,100.720001,102.309998,102.309998,0
2014-11-10,100.199997,100.220001,100.089996,100.190002,100.190002,0
2014-11-11,100.650002,100.650002,100.339996,2.000000,2.000000,0
2014-11-12,100.059998,100.449997,100.059998,99.919998,99.919998,0
2014-11-13,100.629997,100.629997,100.389999,100.650002,100.650002,0
2014-11-14,100.360001,100.360001,100.320000,100.279999,100.279999,0
2014-11-17,99.656998,100.570000,99.656998,99.695999,99.695999,0
2014-11-18,100.760002,100.760002,100.309998,100.889999,100.889999,0
2014-11-19,100.309998,100.320000,100.269997,101.500000,101.500000,0
2014-11-20,100.360001,100.360001,100.309998,101.500000,101.500000,0
2014-11-21,100.199997,100.230003,100.110001,100.250000,100.250000,0
2014-11-24,100.660004,100.660004,100.309998,101.500000,101.500000,0
2014-11-25,100.129997,100.559998,100.129997,100.070000,100.070000,0
2014-11-26,100.190002,100.419998,100.190002,100.239998,100.239998,0
2014-11-27,100.120003,100.320000,100.120003,100.070000,100.070000,0
2014-11-28,100.589996,100.589996,100.400002,100.459999,100.459999,0
2014-12-01,100.809998,100.809998,100.599998,100.680000,100.680000,0
2014-12-02,100.559998,100.559998,100.339996,101.750000,101.750000,0
2014-12-03,100.769997,100.769997,100.349998,100.790001,100.790001,0
2014-12-04,100.440002,100.440002,100.260002,100.349998,100.349998,0
2014-12-05,99.627998,99.947998,99.627998,101.400002,101.400002,0
2014-12-08,100.379997,100.379997,99.818001,101.370003,101.370003,0
2014-12-09,99.494003,99.591003,99.494003,101.199997,101.199997,0
2014-12-10,99.454002,99.567001,99.454002,100.949997,100.949997,0
2014-12-11,98.598999,99.303001,98.598999,99.567001,99.567001,0
2014-12-12,99.776001,99.776001,99.278000,99.303001,99.303001,0
2014-12-15,99.257004,99.257004,98.967003,100.449997,100.449997,0
2014-12-16,98.886002,99.153000,98.886002,100.250000,100.250000,0
2014-12-17,99.467003,99.467003,99.181999,100.349998,100.349998,0
2014-12-18,100.169998,100.169998,99.209000,99.181999,99.181999,0
2014-12-19,99.421997,99.421997,99.275002,100.449997,100.449997,0
2014-12-22,99.570000,99.570000,99.294998,99.330002,99.330002,0
2014-12-23,99.596001,99.596001,99.220001,100.419998,100.419998,0
2014-12-24,99.500999,99.500999,99.250999,99.220001,99.220001,0
2014-12-25,99.500999,100.400002,99.250999,99.220001,99.220001,0
2014-12-26,99.500999,100.400002,99.250999,99.220001,99.220001,0
2014-12-29,99.374001,99.714996,99.338997,100.599998,100.599998,0
2014-12-30,100.010002,100.599998,99.417999,101.000000,101.000000,0
2014-12-31,99.375000,100.400002,99.224998,100.449997,100.449997,0
2015-01-01,99.675003,99.675003,99.675003,100.650002,100.650002,0
2015-01-02,99.941002,99.941002,99.500999,99.675003,99.675003,0
2015-01-05,100.239998,100.239998,99.536003,100.699997,100.699997,0
2015-01-06,99.251999,99.466003,99.251999,100.599998,100.599998,0
2015-01-07,99.647003,99.647003,99.292999,100.800003,100.800003,0
2015-01-08,99.238998,99.425003,99.238998,100.800003,100.800003,0
2015-01-09,99.176003,99.335999,99.176003,100.599998,100.599998,0
2015-01-12,98.913002,99.345001,98.913002,100.599998,100.599998,0
2015-01-13,98.913002,99.167000,98.913002,99.345001,99.345001,0
2015-01-14,99.378998,99.378998,99.264999,99.167000,99.167000,0
2015-01-15,99.106003,99.362999,99.106003,100.550003,100.550003,0
2015-01-16,99.962997,99.962997,99.272003,100.500000,100.500000,0
2015-01-19,99.523003,99.523003,99.294998,100.550003,100.550003,0
2015-01-20,99.402000,99.402000,99.282997,99.294998,99.294998,0
2015-01-21,99.568001,99.568001,99.357002,100.599998,100.599998,0
2015-01-22,99.125000,100.599998,99.125000,100.650002,100.650002,0
2015-01-23,101.669998,101.669998,99.652000,100.599998,100.599998,0
2015-01-26,99.102997,99.514000,98.736000,98.861000,98.861000,0
2015-01-27,99.443001,100.800003,99.443001,100.800003,100.800003,0
2015-01-28,98.916000,99.452003,98.916000,100.750000,100.750000,0
2015-01-29,100.089996,100.900002,99.696999,100.800003,100.800003,0
2015-01-30,99.599998,100.949997,99.599998,100.900002,100.900002,0
2015-02-02,99.835999,99.966003,99.835999,100.949997,100.949997,0
2015-02-03,99.792999,101.150002,99.595001,101.349998,101.349998,0
2015-02-04,98.669998,100.099998,98.669998,100.800003,100.800003,0
2015-02-05,100.910004,101.000000,99.646004,101.000000,101.000000,0
2015-02-06,99.306000,101.050003,99.306000,100.849998,100.849998,0
2015-02-09,100.870003,101.050003,99.688004,101.000000,101.000000,0
2015-02-10,99.563004,101.000000,99.563004,100.900002,100.900002,0
2015-02-11,99.554001,99.905998,99.554001,100.949997,100.949997,0
2015-02-12,99.905998,101.199997,99.752998,99.905998,99.905998,0
2015-02-13,100.050003,100.050003,100.050003,101.099998,101.099998,0
2015-02-16,100.099998,100.099998,100.019997,101.199997,101.199997,0
2015-02-17,100.769997,101.349998,100.209999,100.019997,100.019997,0
2015-02-18,101.400002,101.400002,100.099998,101.500000,101.500000,0
2015-02-19,99.863998,100.320000,99.863998,101.300003,101.300003,0
2015-02-20,100.570000,101.599998,100.169998,101.500000,101.500000,0
2015-02-23,99.776001,100.300003,99.776001,101.550003,101.550003,0
2015-02-24,100.080002,100.379997,100.080002,101.500000,101.500000,0
2015-02-25,100.180000,100.440002,100.180000,101.599998,101.599998,0
2015-02-26,100.290001,100.500000,100.290001,101.650002,101.650002,0
2015-02-27,101.709999,101.709999,100.379997,101.849998,101.849998,0
2015-03-02,100.900002,100.900002,100.440002,101.699997,101.699997,0
2015-03-03,100.830002,101.800003,100.440002,101.750000,101.750000,0
2015-03-04,100.239998,100.440002,100.239998,101.800003,101.800003,0
2015-03-05,100.900002,100.900002,100.379997,101.750000,101.750000,0
2015-03-06,100.650002,101.699997,100.239998,101.699997,101.699997,0
